model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Fiesta,2015,8200,Manual,32423,Petrol,0,65.7,1
 KA,2013,4500,Manual,33761,Petrol,30,57.7,1.2
 Grand Tourneo Connect,2017,13200,Manual,39494,Diesel,30,64.2,1.5
 KA,2013,3500,Manual,44846,Petrol,30,57.7,1.2
 Tourneo Custom,2018,21995,Manual,14986,Diesel,145,30.1,2
 Kuga,2014,10990,Semi-Auto,45136,Diesel,200,45.6,2
 KA,2014,4750,Manual,46416,Petrol,30,57.7,1.2
 Fiesta,2018,10495,Manual,25355,Petrol,145,56.5,1
 Focus,2018,12495,Manual,13273,Petrol,145,57.7,1
 Fiesta,2014,7995,Manual,14741,Petrol,0,65.7,1
 C-MAX,2016,9495,Manual,9040,Petrol,160,44.1,1.6
 Kuga,2019,17995,Manual,10701,Petrol,145,39.2,1.5
 EcoSport,2017,8490,Manual,40206,Petrol,125,53.3,1
 Focus,2017,11998,Semi-Auto,7084,Petrol,125,51.4,1
 Fiesta,2017,11498,Manual,10415,Petrol,20,62.8,1
 Fiesta,2016,8998,Manual,8011,Petrol,125,54.3,1.2
 Kuga,2017,16998,Manual,24947,Diesel,125,60.1,2
 Focus,2017,10998,Manual,16276,Diesel,0,74.3,1.5
 Focus,2017,11998,Manual,18123,Diesel,0,74.3,1.5
 Kuga,2017,14998,Manual,12644,Diesel,30,64.2,1.5
 Kuga,2017,11998,Manual,31308,Diesel,30,64.2,1.5
 Fiesta,2019,13500,Manual,10,Petrol,145,48.7,1.1
 Focus,2017,17200,Manual,23367,Diesel,145,67.3,2
 B-MAX,2017,10700,Manual,22679,Petrol,145,55.4,1
 Focus,2018,12600,Manual,13420,Petrol,145,60.1,1
 Focus,2018,11900,Manual,17881,Petrol,145,60.1,1
 S-MAX,2019,24000,Manual,5,Petrol,145,34,1.5
 Fiesta,2017,8600,Manual,55535,Diesel,145,78.5,1.5
 EcoSport,2015,7900,Manual,34975,Diesel,30,61.4,1.5
 Fiesta,2019,13500,Manual,6,Petrol,145,48.7,1.1
 Fiesta,2019,13500,Manual,6,Petrol,145,48.7,1.1
 Focus,2018,12450,Manual,24533,Petrol,145,57.7,1
 Kuga,2013,9999,Manual,55425,Diesel,200,47.9,2
 Fiesta,2015,9299,Semi-Auto,15718,Petrol,145,47.9,1.6
 Kuga,2017,14999,Manual,23735,Diesel,145,64.2,1.5
 B-MAX,2016,8999,Manual,14623,Petrol,30,57.7,1
 Mondeo,2016,9199,Manual,49875,Diesel,0,78.5,1.5
 Fiesta,2016,8999,Manual,21020,Petrol,0,65.7,1
 Fiesta,2015,7799,Manual,29165,Petrol,0,65.7,1
 Focus,2013,5399,Manual,53183,Petrol,20,58.9,1
 Focus,2017,11999,Manual,16878,Petrol,150,60.1,1
 Mondeo,2018,12999,Manual,37761,Diesel,145,78.5,1.5
 Kuga,2017,14241,Manual,26134,Diesel,145,60.1,2
 Focus,2017,11499,Manual,21063,Diesel,0,74.3,1.5
 Fiesta,2015,7995,Manual,42798,Petrol,20,62.8,1
 Fiesta,2013,7700,Manual,27328,Diesel,0,76.4,1.5
 EcoSport,2017,10600,Manual,11119,Petrol,150,52.3,1
 Fiesta,2014,7100,Manual,34000,Diesel,0,85.6,1.6
 Focus,2015,8899,Manual,43055,Diesel,20,67.3,1.6
 Focus,2013,6799,Manual,22608,Petrol,20,58.9,1
 EcoSport,2018,12449,Manual,17342,Petrol,150,54.3,1
 Kuga,2017,15500,Manual,23735,Diesel,150,64.2,1.5
 Kuga,2018,16998,Manual,14148,Diesel,145,64.2,1.5
 S-MAX,2017,14998,Manual,46362,Diesel,125,56.5,2
 Grand Tourneo Connect,2017,12500,Manual,52175,Diesel,30,64.2,1.5
 B-MAX,2016,9500,Manual,18755,Diesel,0,74.4,1.5
 Fiesta,2015,7495,Manual,8800,Petrol,125,54.3,1.2
 Fiesta,2018,9998,Manual,17851,Petrol,145,64.2,1.1
 Fiesta,2018,9998,Manual,14915,Petrol,145,64.2,1.1
 S-MAX,2016,16698,Manual,29582,Diesel,125,56.5,2
 Fiesta,2017,12298,Manual,9360,Petrol,0,65.7,1
 Kuga,2017,15999,Manual,24000,Diesel,145,60.1,2
 Fiesta,2019,13199,Manual,4500,Diesel,145,88.3,1.5
 Focus,2019,16499,Manual,10000,Petrol,145,58.9,1
 Fiesta,2017,10699,Automatic,16683,Petrol,145,57.7,1
 Fiesta,2017,10999,Manual,17109,Petrol,145,65.7,1
 Fiesta,2017,11999,Automatic,11724,Petrol,145,57.7,1
 Fiesta,2017,11499,Automatic,15713,Petrol,145,57.7,1
 Edge,2017,23499,Automatic,23318,Diesel,145,48.7,2
 Focus,2018,15599,Manual,11736,Petrol,145,60.1,1
 Focus,2018,15999,Manual,33210,Diesel,145,74.3,1.5
 Focus,2015,9999,Manual,29391,Diesel,0,74.3,1.5
 Kuga,2018,18999,Manual,10700,Diesel,145,64.2,1.5
 Fiesta,2016,8999,Manual,54927,Diesel,0,78.5,1.5
 S-MAX,2017,16491,Manual,28744,Petrol,145,43.5,1.5
 Fiesta,2017,10999,Manual,7873,Petrol,145,65.7,1
 Fiesta,2017,10999,Automatic,27460,Petrol,145,57.7,1
 Fiesta,2019,13999,Manual,13,Petrol,145,55.4,1.1
 Focus,2015,10499,Manual,30286,Petrol,125,51.4,1.5
 Kuga,2014,9999,Manual,50999,Diesel,145,53.3,2
 Fiesta,2018,10000,Manual,16850,Petrol,145,65.7,1
 Fiesta,2018,9700,Manual,26880,Petrol,145,58.9,1
 Fiesta,2016,8600,Manual,16170,Petrol,0,65.7,1
 Fiesta,2017,7600,Manual,14733,Petrol,145,54.3,1.2
 Ka+,2017,7299,Manual,14401,Petrol,145,57.7,1.2
 Fiesta,2018,10600,Manual,29720,Petrol,145,56.5,1
 Fiesta,2018,10600,Manual,23880,Petrol,145,56.5,1
 Focus,2018,13930,Manual,27740,Petrol,145,58.9,1
 Fiesta,2018,9990,Manual,46240,Petrol,145,56.5,1
 Focus,2014,5777,Manual,77000,Diesel,20,67.3,1.6
 Fiesta,2013,5495,Manual,40900,Petrol,30,54.3,1.2
 Fiesta,2016,8999,Manual,54927,Diesel,0,78.5,1.5
 Focus,2017,12499,Automatic,31653,Diesel,145,74.3,1.5
 S-MAX,2017,17999,Manual,20390,Petrol,145,43.5,1.5
 Fiesta,2019,18499,Manual,6036,Petrol,145,40.3,1.5
 Fiesta,2018,10698,Manual,18950,Petrol,145,65.7,1
 Fiesta,2016,10998,Manual,8505,Petrol,0,65.7,1
 Focus,2018,14298,Manual,3037,Petrol,145,57.7,1
 Tourneo Custom,2015,18498,Manual,13016,Diesel,235,42.2,2.2
 EcoSport,2017,9498,Manual,11383,Petrol,150,44.8,1.5
 Kuga,2017,18998,Manual,15383,Diesel,145,60.1,2
 Fiesta,2018,10198,Manual,17623,Petrol,145,64.2,1.1
 Fiesta,2017,10298,Manual,27106,Petrol,0,65.7,1
 Focus,2017,14998,Automatic,8543,Petrol,145,46.3,1.5
 Fiesta,2017,9498,Manual,16919,Petrol,0,65.7,1
 Fiesta,2018,11500,Manual,10820,Petrol,145,56.5,1
 Fiesta,2018,12100,Manual,21300,Petrol,145,56.5,1
 Fiesta,2018,10600,Manual,23280,Petrol,145,56.5,1
 Focus,2018,14870,Manual,14030,Petrol,145,58.9,1
 Fiesta,2018,11500,Manual,14790,Petrol,145,56.5,1
 Fiesta,2017,10190,Manual,14380,Petrol,0,65.7,1
 Fiesta,2016,8800,Manual,14480,Petrol,0,65.7,1
 C-MAX,2016,11430,Automatic,4520,Diesel,20,64.2,1.5
 Focus,2019,16107,Automatic,2450,Petrol,145,51.4,1
 Focus,2017,9250,Manual,21910,Petrol,20,61.4,1
 B-MAX,2017,9030,Manual,24000,Diesel,0,74.3,1.5
 Fiesta,2017,9100,Manual,12388,Petrol,0,65.7,1
 Focus,2018,12560,Manual,27647,Diesel,150,80.7,1.5
 EcoSport,2015,8140,Manual,22000,Petrol,125,52.3,1
 Fiesta,2014,7140,Manual,32720,Petrol,0,65.7,1
 Fiesta,2017,8400,Manual,14710,Petrol,125,54.3,1.2
 Fiesta,2017,9898,Manual,16973,Petrol,145,65.7,1
 Fiesta,2013,6298,Manual,40803,Diesel,0,76.4,1.5
 Focus,2017,11998,Manual,29826,Diesel,0,74.3,1.5
 Kuga,2017,16998,Manual,17757,Diesel,145,64.2,1.5
 Focus,2017,11298,Manual,22480,Diesel,0,74.3,1.5
 Tourneo Custom,2016,16798,Manual,26807,Diesel,200,46.3,2
 Fiesta,2016,9898,Manual,32334,Petrol,0,65.7,1
 Focus,2017,12698,Automatic,6922,Petrol,150,46.3,1.5
 Focus,2018,14798,Automatic,10311,Petrol,150,46.3,1.5
 Fiesta,2019,12000,Manual,5212,Petrol,145,58.9,1
 Ka+,2016,7500,Manual,19681,Petrol,30,57.7,1.2
 EcoSport,2016,10000,Manual,21145,Petrol,125,52.3,1
 Ka+,2018,10000,Manual,4610,Petrol,145,47.9,1.2
 Fiesta,2017,9200,Manual,16136,Petrol,0,65.7,1
 Fiesta,2018,12000,Manual,5099,Petrol,145,65.7,1
 EcoSport,2019,17000,Manual,12000,Petrol,145,54.3,1
 Fiesta,2018,12000,Manual,15313,Petrol,145,65.7,1
 Fiesta,2014,8000,Manual,22990,Petrol,0,65.7,1
 Fiesta,2017,8750,Manual,18573,Petrol,145,64.2,1.1
 Fiesta,2015,9000,Manual,19816,Petrol,0,65.7,1
 Focus,2018,13990,Manual,7570,Petrol,145,58.9,1
 Fiesta,2016,9400,Manual,20770,Petrol,20,62.8,1
 Fiesta,2018,10390,Manual,30540,Petrol,145,56.5,1
 Fiesta,2018,11200,Manual,19110,Petrol,145,56.5,1
 Fiesta,2018,10600,Manual,23730,Petrol,145,56.5,1
 Fiesta,2018,11200,Manual,18060,Petrol,145,56.5,1
 Fiesta,2018,10780,Manual,30940,Petrol,145,56.5,1
 Fiesta,2018,11600,Manual,8540,Petrol,145,56.5,1
 Fiesta,2018,11560,Manual,12670,Petrol,145,56.5,1
 Edge,2019,31600,Semi-Auto,1839,Diesel,145,37.2,2
 Kuga,2018,18600,Manual,13032,Diesel,145,47.9,2
 Fiesta,2018,15800,Manual,7773,Petrol,145,62.8,1
 Focus,2019,16500,Manual,2886,Petrol,145,60.1,1
 EcoSport,2019,17400,Semi-Auto,5,Petrol,145,45.6,1
 Focus,2018,20000,Manual,15448,Petrol,145,41.5,2
 Focus,2017,13000,Manual,16838,Diesel,145,74.3,1.5
 Ka+,2017,8100,Manual,9777,Petrol,145,57.7,1.2
 EcoSport,2017,10000,Manual,15819,Diesel,145,64.2,1.5
 Focus,2020,23500,Manual,50,Petrol,145,58.9,1
 Fiesta,2020,18000,Manual,25,Petrol,145,54.3,1
 Mondeo,2019,20000,Manual,14,Diesel,145,65.7,2
 Mondeo,2019,20000,Manual,110,Diesel,145,65.7,2
 Mondeo,2019,20000,Manual,23,Diesel,145,65.7,2
 Fiesta,2019,13998,Manual,10292,Petrol,145,58.9,1
 Fiesta,2017,8298,Manual,23041,Petrol,125,54.3,1.2
 Kuga,2017,13698,Manual,35832,Diesel,125,60.1,2
 Mondeo,2015,10998,Manual,41160,Diesel,20,68.9,2
 EcoSport,2018,12998,Manual,2555,Petrol,150,53.3,1
 S-MAX,2017,13498,Manual,60200,Diesel,150,56.5,2
 EcoSport,2020,16698,Manual,866,Petrol,145,53.3,1
 Focus,2016,10498,Manual,16192,Diesel,0,74.3,1.5
 Focus,2017,10498,Manual,25680,Petrol,150,60.1,1
 Focus,2016,9040,Manual,43960,Diesel,0,74.3,1.5
 Fiesta,2018,10100,Manual,25410,Petrol,145,56.5,1
 Kuga,2017,16900,Manual,26480,Diesel,145,54.3,2
 Focus,2018,11800,Manual,25299,Diesel,145,74.3,1.5
 Fiesta,2019,17000,Semi-Auto,6720,Petrol,145,48.7,1
 EcoSport,2014,7500,Manual,23000,Petrol,125,53.3,1
 Focus,2016,7798,Manual,63664,Diesel,0,74.3,1.5
 Fiesta,2019,15200,Manual,11974,Petrol,145,60.1,1
 EcoSport,2019,16000,Manual,769,Petrol,150,53.3,1
 Focus,2017,12500,Manual,14673,Diesel,150,74.3,1.5
 Ka+,2018,9000,Manual,22974,Petrol,150,48.7,1.2
 Mondeo,2019,20000,Manual,33,Diesel,145,65.7,2
 Fiesta,2018,13295,Manual,11097,Petrol,145,62.8,1
 Focus,2017,19995,Manual,11206,Petrol,145,41.5,2
 Fiesta,2017,11495,Manual,14964,Petrol,20,62.8,1
 EcoSport,2017,10495,Manual,33836,Petrol,145,52.3,1
 Fiesta,2017,7995,Manual,22794,Petrol,150,64.2,1.1
 Fiesta,2017,5995,Manual,52075,Petrol,125,54.3,1.2
 Fiesta,2017,10995,Manual,1,Petrol,145,65.7,1
 Fiesta,2017,8995,Manual,60570,Petrol,145,62.8,1
 EcoSport,2016,8495,Manual,12345,Diesel,30,64.2,1.5
 Fiesta,2018,11000,Manual,5053,Petrol,150,58.9,1
 Focus,2014,7000,Manual,34496,Petrol,150,47.9,1.6
 Kuga,2019,17500,Manual,12270,Diesel,150,45.6,1.5
 Kuga,2017,15990,Manual,21734,Diesel,145,60.1,2
 Ka+,2017,6440,Manual,25412,Petrol,30,57.7,1.2
 B-MAX,2014,6330,Manual,50410,Diesel,20,70.6,1.6
 Focus,2018,13490,Manual,13760,Petrol,145,58.9,1
 Focus,2018,13490,Manual,11060,Petrol,145,58.9,1
 EcoSport,2015,8200,Manual,36984,Petrol,160,44.8,1.5
 EcoSport,2018,13700,Manual,14940,Petrol,145,54.3,1
 Focus,2019,17900,Manual,3098,Petrol,145,60.1,1
 Mondeo,2017,15700,Manual,10520,Petrol,145,48.7,1.5
 S-MAX,2017,17900,Manual,13771,Petrol,160,43.5,1.5
 Focus,2018,14700,Manual,8229,Petrol,145,58.9,1
 EcoSport,2017,10299,Manual,10558,Diesel,145,64.2,1.5
 Mondeo,2017,12999,Manual,37960,Diesel,30,64.2,2
 Fiesta,2018,12232,Semi-Auto,14076,Petrol,145,54.3,1
 Focus,2018,13995,Manual,12521,Petrol,145,57.7,1
 Focus,2018,11995,Manual,46679,Diesel,145,74.3,1.5
 Focus,2015,10495,Manual,37231,Diesel,20,70.6,2
 Focus,2016,11495,Manual,32546,Diesel,20,70.6,2
 Fiesta,2017,8495,Manual,27983,Petrol,125,54.3,1.2
 Fiesta,2017,10495,Manual,19867,Petrol,145,62.8,1
 Ka+,2018,8295,Manual,8143,Petrol,145,57.7,1.2
 EcoSport,2018,15695,Manual,20735,Diesel,145,64.2,1.5
 Edge,2019,33995,Semi-Auto,100,Diesel,145,37.2,2
 Ka+,2017,7495,Manual,23065,Petrol,145,57.7,1.2
 Ka+,2018,10295,Manual,6488,Petrol,145,43.5,1.2
 Fiesta,2019,16995,Manual,2635,Petrol,145,58.9,1
 Focus,2018,13495,Manual,14125,Petrol,145,57.7,1
 Kuga,2019,19495,Manual,18601,Petrol,145,35.3,1.5
 Ka+,2018,10995,Manual,5869,Diesel,145,56.5,1.5
 Focus,2018,13995,Manual,12042,Petrol,145,57.7,1
 B-MAX,2015,6995,Manual,39700,Petrol,145,47.1,1.4
 Fiesta,2018,17700,Manual,7945,Petrol,150,40.3,1.5
 Fiesta,2017,8792,Manual,19502,Petrol,150,65.7,1
 Focus,2017,17495,Manual,15437,Petrol,200,41.5,2
 Focus,2017,11202,Manual,26500,Petrol,150,60.1,1
 Fiesta,2016,8291,Manual,33331,Petrol,0,65.7,1
 Fiesta,2016,7242,Manual,48548,Petrol,0,65.7,1
 Focus,2015,7995,Manual,38052,Petrol,20,60.1,1
 Fiesta,2018,14295,Manual,5993,Petrol,145,60.1,1
 B-MAX,2015,9495,Manual,31777,Petrol,30,57.7,1
 Tourneo Custom,2018,27995,Manual,11415,Diesel,145,30.1,2
 Tourneo Custom,2018,20995,Manual,8095,Diesel,145,44.8,2
 Focus,2018,12000,Manual,10250,Petrol,150,60.1,1
 Focus,2019,20000,Automatic,5458,Diesel,145,64.2,2
 C-MAX,2017,13600,Manual,19996,Petrol,150,55.4,1
 Focus,2018,13200,Manual,10355,Petrol,145,57.7,1
 Fiesta,2019,15100,Manual,9520,Petrol,145,60.1,1
 Focus,2017,15800,Manual,29546,Diesel,20,67.3,2
 Fiesta,2018,11750,Manual,7280,Petrol,145,65.7,1
 Fiesta,2018,10700,Manual,5433,Petrol,145,64.2,1.1
 Focus,2019,20300,Automatic,3975,Diesel,145,67.3,1.5
 Fiesta,2019,16200,Manual,9405,Petrol,145,55.4,1
 B-MAX,2018,11300,Manual,7834,Diesel,145,74.3,1.5
 Fiesta,2018,14900,Manual,96,Petrol,145,65.7,1
 Fiesta,2018,13200,Manual,5541,Petrol,145,58.9,1
 B-MAX,2018,9900,Manual,9621,Diesel,145,74.3,1.5
 Focus,2016,16900,Manual,7149,Diesel,20,67.3,2
 Focus,2016,10900,Manual,14879,Petrol,20,60.1,1
 EcoSport,2016,10300,Manual,14801,Petrol,125,53.3,1
 Fiesta,2017,8300,Manual,28871,Petrol,145,64.2,1.1
 Focus,2017,10900,Manual,18324,Petrol,20,61.4,1
 Focus,2019,18599,Automatic,5900,Diesel,145,74.3,1.5
 Fiesta,2018,17250,Manual,6720,Petrol,150,40.3,1.5
 Kuga,2018,16500,Manual,22700,Diesel,150,64.2,1.5
 Focus,2018,18000,Automatic,3969,Petrol,145,47.9,1.5
 EcoSport,2019,17500,Manual,5381,Petrol,145,52.3,1
 Fiesta,2018,11999,Manual,19231,Petrol,145,62.8,1
 Fiesta,2018,12499,Manual,12880,Petrol,145,65.7,1
 Fiesta,2017,10999,Manual,25137,Diesel,0,78.5,1.5
 Kuga,2018,15995,Manual,14748,Diesel,145,64.2,1.5
 Kuga,2015,14000,Manual,44661,Diesel,145,54.3,2
 Fiesta,2018,12500,Manual,9240,Petrol,145,65.7,1
 Kuga,2019,20000,Manual,5529,Petrol,145,39.2,1.5
 Fiesta,2019,16000,Manual,12595,Petrol,145,55.4,1
 Fiesta,2019,16000,Manual,9893,Petrol,145,60.1,1
 Fiesta,2019,16000,Manual,9156,Petrol,145,60.1,1
 EcoSport,2017,10499,Manual,20283,Petrol,145,53.3,1
 Fiesta,2017,9399,Manual,23534,Petrol,145,65.7,1
 Focus,2017,10999,Manual,19895,Petrol,145,60.1,1
 Fiesta,2017,10999,Manual,4662,Petrol,145,64.2,1.1
 Ka+,2019,11999,Manual,11,Petrol,145,43.5,1.2
 S-MAX,2016,15671,Manual,30457,Diesel,125,56.5,2
 Fiesta,2019,12999,Manual,5341,Petrol,145,58.9,1
 C-MAX,2016,9299,Manual,32232,Petrol,160,44.1,1.6
 Kuga,2017,15750,Manual,26323,Diesel,145,54.3,2
 Fiesta,2017,7495,Manual,22844,Petrol,125,54.3,1.2
 EcoSport,2019,15000,Manual,2436,Diesel,145,68.9,1.5
 Edge,2017,18500,Manual,31325,Diesel,160,48.7,2
 Ka+,2018,9900,Manual,5943,Petrol,145,43.5,1.2
 C-MAX,2019,12600,Manual,8081,Diesel,145,68.9,1.5
 Focus,2017,18000,Manual,8789,Petrol,145,41.5,2
 Edge,2018,27400,Semi-Auto,8044,Diesel,145,47.9,2
 Focus,2019,16999,Manual,7865,Petrol,150,60.1,1
 S-MAX,2017,20999,Semi-Auto,12299,Diesel,150,51.4,2
 Fiesta,2017,9999,Manual,20993,Petrol,150,65.7,1
 Focus,2017,11599,Manual,40820,Petrol,150,50.4,1.5
 Fiesta,2018,11299,Manual,10900,Petrol,150,58.9,1
 Focus,2016,9499,Manual,55790,Diesel,0,74.3,1.5
 B-MAX,2017,9999,Manual,23211,Diesel,0,74.3,1.5
 EcoSport,2018,14499,Manual,12103,Petrol,150,54.3,1
 Ka+,2019,10799,Manual,1000,Petrol,150,47.9,1.2
 Fiesta,2017,11399,Manual,12814,Petrol,0,65.7,1
 Focus,2016,8599,Manual,40421,Petrol,20,60.1,1
 Fiesta,2017,8499,Manual,41069,Petrol,0,65.7,1
 Focus,2019,19999,Automatic,3056,Petrol,145,39.8,1.5
 Mondeo,2016,10350,Manual,67943,Diesel,20,68.9,2
 Ka+,2017,7999,Manual,12405,Petrol,30,57.7,1.2
 Fiesta,2017,8999,Manual,20589,Petrol,125,54.3,1.2
 Focus,2016,9499,Manual,32113,Diesel,0,74.3,1.5
 Focus,2016,7499,Manual,90007,Diesel,0,74.3,1.5
 Fiesta,2018,10999,Manual,6845,Petrol,145,55.4,1.1
 Fiesta,2018,10999,Manual,7444,Petrol,145,55.4,1.1
 Focus,2018,13999,Manual,18582,Petrol,145,58.9,1
 Focus,2015,9999,Manual,29389,Diesel,0,74.3,1.5
 Focus,2018,15999,Manual,8000,Diesel,145,74.3,1.5
 Focus,2018,15599,Manual,18000,Diesel,145,74.3,1.5
 Focus,2018,15999,Manual,6000,Diesel,145,74.3,1.5
 Fiesta,2018,10999,Manual,5918,Petrol,145,55.4,1.1
 Fiesta,2016,8399,Manual,27928,Diesel,0,78.5,1.5
 Fiesta,2017,8999,Manual,23048,Petrol,125,54.3,1.2
 Tourneo Connect,2018,14999,Manual,30000,Diesel,145,64.2,1.5
 Fiesta,2014,6791,Manual,27497,Petrol,30,54.3,1.2
 Fiesta,2016,7691,Manual,29747,Petrol,125,54.3,1.2
 B-MAX,2016,8350,Manual,37549,Petrol,30,55.4,1
 Fiesta,2018,15550,Manual,8791,Petrol,145,65.7,1
 Focus,2017,8995,Manual,65746,Diesel,145,74.3,1.5
 S-MAX,2016,15895,Manual,56583,Diesel,125,56.5,2
 Kuga,2018,15495,Manual,36091,Petrol,145,45.6,1.5
 C-MAX,2016,9495,Manual,32224,Diesel,20,68.9,1.5
 Focus,2015,6750,Manual,46800,Petrol,20,61.4,1
 EcoSport,2018,13890,Manual,7500,Petrol,150,54.3,1
 Kuga,2015,12890,Manual,45980,Diesel,150,54.3,2
 Fiesta,2019,14290,Automatic,1000,Petrol,150,48.7,1
 Focus,2016,10083,Manual,23126,Diesel,0,74.3,1.5
 Fiesta,2017,10701,Manual,20100,Petrol,0,65.7,1
 Focus,2017,11001,Manual,26240,Petrol,145,60.1,1
 Galaxy,2018,19000,Semi-Auto,32340,Diesel,150,52.3,2
 Kuga,2019,20000,Automatic,7597,Petrol,150,28.8,1.5
 Fiesta,2014,6401,Manual,69000,Petrol,0,65.7,1
 Focus,2018,15999,Manual,9621,Petrol,150,60.1,1
 Fiesta,2017,8999,Manual,29020,Petrol,150,65.7,1
 Fiesta,2014,7040,Manual,41731,Petrol,0,65.7,1
 Focus,2017,10991,Manual,23372,Diesel,0,74.3,1.5
 Focus,2015,7991,Manual,40097,Petrol,20,61.4,1
 Fiesta,2014,6490,Manual,36108,Petrol,30,54.3,1.2
 Kuga,2015,13991,Manual,33542,Diesel,150,54.3,2
 Fiesta,2015,6450,Manual,62190,Petrol,0,65.7,1
 Fiesta,2014,5991,Manual,62111,Petrol,30,54.3,1.2
 Focus,2015,7991,Manual,57291,Diesel,0,74.3,1.5
 Kuga,2017,11608,Manual,52685,Diesel,145,54.3,2
 Focus,2018,11800,Manual,21831,Diesel,145,74.3,1.5
 Fiesta,2019,11450,Manual,10426,Petrol,145,56.5,1
 Focus,2018,14380,Manual,13452,Diesel,145,80.7,1.5
 Focus,2018,11250,Manual,6421,Petrol,145,60.1,1
 Fiesta,2015,8791,Manual,19725,Petrol,20,62.8,1
 Kuga,2013,8781,Manual,74000,Diesel,200,47.9,2
 Focus,2017,15997,Manual,14203,Diesel,145,67.3,2
 Focus,2016,8690,Manual,44943,Diesel,0,74.3,1.5
 Mondeo,2016,13090,Automatic,6763,Petrol,160,44.8,1.5
 Fiesta,2017,7830,Manual,32810,Petrol,0,65.7,1
 Mondeo,2015,8450,Manual,70068,Diesel,30,64.2,2
 C-MAX,2014,6271,Manual,53932,Diesel,30,61.4,1.6
 KA,2016,4941,Manual,33236,Petrol,30,57.7,1.2
 Focus,2017,10671,Manual,21833,Diesel,145,74.3,1.5
 EcoSport,2016,9675,Manual,40850,Petrol,125,52.3,1
 B-MAX,2016,9607,Semi-Auto,9045,Petrol,160,44.1,1.6
 Mondeo,2016,9997,Manual,43747,Diesel,20,67.3,2
 Fiesta,2017,10990,Manual,31290,Petrol,145,47.9,1.6
 EcoSport,2017,10091,Manual,5371,Petrol,160,44.8,1.5
 Focus,2017,10400,Manual,7845,Diesel,0,74.3,1.5
 Fiesta,2013,7291,Manual,29235,Petrol,0,65.7,1
 Fiesta,2017,9495,Manual,39344,Petrol,145,62.8,1
 Kuga,2017,17695,Manual,19543,Diesel,145,54.3,2
 Fiesta,2017,10995,Manual,17118,Petrol,145,65.7,1
 Fiesta,2019,17271,Manual,10724,Petrol,145,40.3,1.5
 Fiesta,2013,6191,Manual,45250,Diesel,0,85.6,1.6
 Focus,2016,9780,Manual,41151,Diesel,0,74.3,1.5
 Fiesta,2016,7770,Manual,39916,Diesel,0,78.5,1.5
 Focus,2016,9650,Semi-Auto,44368,Diesel,20,67.3,1.5
 Fiesta,2016,6491,Manual,24587,Petrol,125,54.3,1.2
 Fiesta,2018,11491,Manual,13640,Petrol,145,65.7,1
 Puma,2020,20590,Manual,3214,Petrol,145,50.4,1
 Focus,2017,16230,Manual,14446,Petrol,145,41.5,2
 Kuga,2019,20140,Automatic,6200,Diesel,145,47.9,2
 Focus,2019,18030,Manual,4520,Diesel,145,74.3,1.5
 Fiesta,2019,12790,Manual,14181,Petrol,145,56.5,1
 Fiesta,2017,10820,Manual,12480,Petrol,145,65.7,1
 EcoSport,2018,13540,Manual,12764,Petrol,145,54.3,1
 Fiesta,2018,9560,Manual,17319,Petrol,145,64.2,1.1
 Fiesta,2016,7830,Manual,21478,Petrol,125,54.3,1.2
 EcoSport,2018,12420,Manual,18602,Petrol,145,54.3,1
 Mondeo,2014,5995,Manual,57304,Diesel,20,65.7,1.6
 Focus,2017,17495,Manual,26587,Diesel,20,67.3,2
 Fiesta,2014,6695,Manual,50016,Diesel,0,78.5,1.6
 Focus,2018,13995,Manual,12197,Petrol,145,57.7,1
 Fiesta,2016,8695,Manual,37854,Petrol,20,62.8,1
 Fiesta,2018,9995,Manual,7064,Petrol,145,64.2,1.1
 Fiesta,2017,10995,Manual,1,Petrol,145,65.7,1
 Ka+,2019,8995,Manual,11885,Petrol,145,47.9,1.2
 Kuga,2018,14995,Manual,27750,Petrol,145,45.6,1.5
 Grand C-MAX,2017,11495,Manual,24501,Diesel,145,64.2,1.5
 EcoSport,2017,10495,Manual,19814,Diesel,145,64.2,1.5
 Kuga,2017,13995,Manual,25916,Diesel,145,60.1,2
 Fiesta,2017,12495,Manual,15124,Petrol,145,62.8,1
 Fiesta,2017,12495,Manual,9823,Petrol,145,62.8,1
 Fiesta,2017,9995,Manual,30436,Petrol,145,62.8,1
 EcoSport,2018,13695,Manual,17303,Petrol,145,54.3,1
 EcoSport,2017,10695,Manual,13156,Diesel,145,64.2,1.5
 Fiesta,2017,11495,Manual,19605,Petrol,145,65.7,1
 Fiesta,2018,10995,Manual,14980,Petrol,145,65.7,1
 Focus,2017,11695,Manual,15935,Petrol,145,60.1,1
 Fiesta,2018,12495,Manual,16877,Petrol,145,62.8,1
 Focus,2018,13695,Manual,16513,Petrol,145,57.7,1
 Fiesta,2019,11495,Manual,9973,Petrol,145,58.9,1
 Kuga,2017,10795,Manual,61262,Diesel,30,64.2,1.5
 Focus,2015,6995,Manual,77451,Diesel,20,67.3,1.6
 Fiesta,2014,8995,Semi-Auto,21871,Petrol,145,47.9,1.6
 Focus,2017,11995,Semi-Auto,35289,Diesel,145,74.3,1.5
 Fiesta,2017,8495,Manual,27653,Petrol,145,54.3,1.2
 Ka+,2017,6795,Manual,22317,Petrol,145,57.7,1.2
 Ka+,2018,7995,Manual,12679,Petrol,145,57.7,1.2
