model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
audi,2019,45850,Automatic,8910,Diesel,145,32.8,3
BMW,2019,15750,Manual,8910,Diesel,145,78.5,1.5
Ford,2019,15999,Automatic,8910,Petrol,145,48.7,1
vw,2018,21995,Semi-Auto,8910,Petrol,145,44.1,2
toyota,2018,8265,Manual,8910,Petrol,150,68.9,1
audi,2019,33560,Automatic,8909,Diesel,145,44.8,2
audi,2017,14245,Manual,8908,Petrol,150,67.3,1
vw,2019,17298,Manual,8908,Petrol,145,47.1,1.5
toyota,2019,21450,Automatic,8908,Hybrid,135,78.5,1.8
vw,2019,16314,Manual,8906,Diesel,145,57.7,1.6
vw,2019,24990,Semi-Auto,8906,Petrol,150,37.7,2
vw,2019,32895,Automatic,8906,Diesel,260,33.6,3
Hyundai,2018,13499,Manual,8906,Petrol,145,52.3,1
Ford,2019,14499,Manual,8905,Petrol,145,55.4,1
skoda,2019,13485,Manual,8905,Diesel,150,68.9,1.6
audi,2019,29900,Semi-Auto,8904,Diesel,150,44.1,2
vw,2017,10450,Manual,8904,Petrol,145,60.1,1.2
Hyundai,2019,16990,Automatic,8904,Hybrid,135,78.5,1.6
skoda,2018,19495,Manual,8901,Petrol,145,43.5,2
audi,2019,26990,Semi-Auto,8900,Diesel,145,50.4,2
audi,2019,46990,Semi-Auto,8900,Petrol,145,31,2.5
Ford,2018,14280,Manual,8900,Petrol,145,57.7,1
Ford,2019,18680,Automatic,8900,Diesel,145,74.3,1.5
Ford,2019,16999,Manual,8900,Petrol,145,60.1,1
vw,2016,10500,Manual,8900,Petrol,20,60.1,1
toyota,2018,13790,Automatic,8900,Hybrid,135,76.3,1.5
Ford,2018,10390,Manual,8899,Petrol,145,64.2,1.1
Ford,2019,21000,Automatic,8897,Petrol,150,29.1,1.5
vw,2019,18995,Semi-Auto,8897,Petrol,145,47.1,1.5
vw,2019,18995,Semi-Auto,8897,Petrol,145,47.1,1.5
toyota,2019,25305,Automatic,8897,Hybrid,135,74.3,1.8
skoda,2019,15495,Manual,8897,Petrol,145,55.4,1.5
vw,2019,25990,Manual,8896,Diesel,145,47.9,2
Hyundai,2014,6630,Manual,8896,Petrol,20,60.1,1
Hyundai,2014,6630,Manual,8896,Petrol,20,60.1,1
Ford,2017,7643,Manual,8895,Petrol,30,57.7,1.2
Ford,2019,15590,Manual,8895,Petrol,145,60.1,1
Ford,2018,14990,Manual,8895,Petrol,150,65.7,1
BMW,2019,35450,Semi-Auto,8891,Diesel,145,54.3,2
Ford,2018,10599,Manual,8890,Petrol,145,65.7,1
toyota,2018,8290,Manual,8890,Petrol,145,56.5,1
Ford,2017,8495,Manual,8887,Petrol,145,57.7,1.2
Ford,2017,8495,Manual,8887,Petrol,145,57.7,1.2
BMW,2019,22495,Semi-Auto,8886,Diesel,145,67.3,2
Ford,2016,8399,Manual,8886,Petrol,125,54.3,1.2
Ford,2019,18699,Manual,8883,Petrol,145,58.9,1
toyota,2017,21995,Automatic,8883,Hybrid,135,74.3,1.8
Ford,2017,12790,Semi-Auto,8881,Petrol,125,51.4,1
Ford,2018,7500,Manual,8879,Petrol,145,57.7,1.2
vw,2017,10498,Manual,8879,Petrol,20,58.9,1
BMW,2019,21775,Semi-Auto,8878,Petrol,145,47.9,2
Ford,2018,18741,Automatic,8878,Diesel,145,52.3,2
Hyundai,2018,8095,Manual,8878,Petrol,145,60.1,1
audi,2019,24490,Semi-Auto,8877,Petrol,150,42.2,1.5
toyota,2017,8500,Manual,8877,Petrol,0,68.9,1
skoda,2019,15995,Manual,8875,Diesel,145,57.7,1.6
Hyundai,2019,8670,Manual,8875,Petrol,145,57.6,1.2
audi,2018,27850,Semi-Auto,8874,Petrol,150,36.7,3
audi,2018,38990,Semi-Auto,8872,Diesel,145,48.7,3
audi,2019,31490,Semi-Auto,8869,Diesel,145,38.2,2
BMW,2018,38776,Manual,8869,Petrol,145,32.1,3
vw,2017,7900,Manual,8869,Petrol,145,64.2,1
audi,2019,42450,Semi-Auto,8867,Diesel,145,36.2,2
Ford,2017,8989,Manual,8867,Petrol,145,54.3,1.2
Hyundai,2018,14995,Manual,8867,Petrol,145,44.8,1.6
Ford,2017,19495,Manual,8866,Petrol,145,41.5,2
toyota,2019,13130,Manual,8866,Petrol,145,47.9,1.5
audi,2017,21650,Semi-Auto,8865,Petrol,145,54.3,1.4
Ford,2019,22000,Automatic,8865,Diesel,145,58.9,2
toyota,2019,11990,Manual,8865,Petrol,145,47.9,1.5
Ford,2018,10490,Manual,8864,Petrol,150,64.2,1.1
vw,2019,12995,Manual,8864,Petrol,150,49.6,1
Ford,2017,13500,Semi-Auto,8863,Petrol,125,51.4,1
vw,2019,25495,Manual,8863,Diesel,145,47.9,2
vw,2019,29666,Automatic,8862,Petrol,145,32.8,2
Hyundai,2019,19970,Automatic,8862,Hybrid,135,62.8,1.6
vw,2017,13495,Semi-Auto,8861,Petrol,150,60.1,1.2
vw,2019,21982,Semi-Auto,8861,Petrol,145,40.4,1.5
skoda,2019,31958,Automatic,8861,Diesel,145,37.2,2
toyota,2018,10000,Semi-Auto,8860,Petrol,150,67,1
BMW,2019,29325,Semi-Auto,8859,Diesel,145,50.4,2
BMW,2019,27975,Semi-Auto,8856,Diesel,150,52.3,2
Ford,2017,9495,Manual,8855,Petrol,150,64.2,1.1
skoda,2018,9592,Manual,8855,Petrol,145,64.2,1
Ford,2016,9700,Manual,8854,Petrol,125,54.3,1.2
vw,2019,27995,Semi-Auto,8854,Diesel,145,40.4,2
BMW,2019,29754,Semi-Auto,8853,Diesel,145,52.3,2
skoda,2019,18950,Automatic,8853,Petrol,150,42.8,2
audi,2019,21690,Semi-Auto,8852,Petrol,150,42.2,1.5
vw,2017,15250,Semi-Auto,8852,Petrol,30,53.3,1.4
skoda,2018,9891,Manual,8851,Petrol,145,57.7,1
Hyundai,2018,7995,Manual,8851,Petrol,145,60.1,1
audi,2019,31500,Automatic,8850,Diesel,145,44.1,2
BMW,2018,22482,Automatic,8850,Diesel,145,60.1,2
audi,2019,29695,Automatic,8849,Diesel,145,47.1,2
BMW,2019,23726,Automatic,8848,Petrol,145,38.7,2
vw,2018,25000,Automatic,8848,Hybrid,135,166,1.4
Hyundai,2018,14750,Manual,8847,Petrol,145,44.1,1
BMW,2018,17992,Semi-Auto,8846,Petrol,145,37.2,1.5
Ford,2018,14495,Manual,8845,Petrol,150,55.4,1
BMW,2019,20690,Semi-Auto,8841,Diesel,145,51.4,2
Ford,2017,13099,Automatic,8841,Petrol,145,46.3,1.5
vw,2019,13940,Manual,8840,Diesel,145,57.7,1.6
Ford,2018,12699,Manual,8839,Petrol,145,57.7,1
vw,2019,18490,Semi-Auto,8839,Diesel,145,53.3,2
audi,2019,26970,Semi-Auto,8838,Diesel,145,48.7,2
Ford,2019,18800,Manual,8837,Diesel,145,47.9,2
Hyundai,2019,19970,Automatic,8837,Hybrid,135,78.5,1.6
Ford,2019,17499,Manual,8836,Petrol,145,60.1,1
toyota,2016,6390,Manual,8835,Petrol,0,69,1
skoda,2018,12495,Automatic,8835,Petrol,145,61.4,1
Hyundai,2019,8270,Manual,8835,Petrol,145,60.1,1
Ford,2016,10940,Semi-Auto,8833,Petrol,0,57.7,1
Ford,2017,11250,Manual,8832,Petrol,160,44.1,1.6
BMW,2019,24990,Semi-Auto,8830,Petrol,145,48.7,2
vw,2019,13580,Manual,8830,Diesel,145,57.7,1.6
vw,2018,12850,Manual,8830,Petrol,145,64.2,1
BMW,2019,34995,Semi-Auto,8829,Petrol,145,30.4,2
Ford,2018,9780,Manual,8829,Petrol,145,55.4,1.1
vw,2019,27495,Semi-Auto,8829,Diesel,145,39.8,2
vw,2017,19690,Manual,8829,Petrol,145,48.7,1.4
toyota,2018,22490,Automatic,8829,Hybrid,135,74.3,1.8
skoda,2019,26900,Automatic,8829,Petrol,150,31.7,2
BMW,2019,32000,Semi-Auto,8827,Hybrid,135,156.9,2
audi,2019,19599,Automatic,8825,Diesel,145,52.3,1.6
audi,2019,43000,Automatic,8824,Diesel,150,33.2,3
skoda,2019,11995,Semi-Auto,8824,Petrol,150,60.1,1
vw,2018,13890,Semi-Auto,8823,Petrol,145,45.6,1
vw,2016,6500,Manual,8822,Petrol,20,62.8,1
skoda,2017,12980,Semi-Auto,8821,Petrol,145,61.4,1
skoda,2019,25495,Semi-Auto,8821,Diesel,145,47.1,2
Ford,2018,11490,Manual,8819,Petrol,145,65.7,1
Hyundai,2018,15000,Manual,8818,Petrol,145,44.8,1.6
Ford,2018,15490,Automatic,8817,Petrol,145,45.6,1
vw,2018,19992,Manual,8817,Diesel,145,51.4,1.6
Ford,2017,12500,Manual,8816,Diesel,145,64.2,1.5
Ford,2018,12500,Manual,8816,Petrol,150,56.5,1
skoda,2019,14995,Manual,8816,Diesel,145,68.9,1.6
audi,2019,27470,Automatic,8815,Diesel,145,51.4,2
BMW,2016,35480,Automatic,8814,Petrol,300,35.3,4.4
BMW,2016,24490,Semi-Auto,8814,Diesel,160,50.4,3
skoda,2019,21495,Automatic,8814,Petrol,145,41.5,1.5
skoda,2017,13698,Manual,8814,Petrol,145,54.3,1.4
BMW,2019,31116,Automatic,8813,Diesel,145,54.3,2
Ford,2017,18800,Manual,8813,Petrol,145,41.5,2
toyota,2018,22000,Automatic,8813,Hybrid,135,74.3,1.8
toyota,2019,47795,Semi-Auto,8813,Diesel,145,30.1,2.8
BMW,2019,26950,Semi-Auto,8812,Diesel,145,60.1,2
vw,2016,10298,Manual,8812,Petrol,20,60.1,1.2
toyota,2019,24025,Automatic,8812,Hybrid,135,78.5,1.8
Ford,2019,15290,Manual,8811,Petrol,145,60.1,1
BMW,2019,33990,Semi-Auto,8810,Petrol,145,37.2,2
toyota,2017,9789,Manual,8810,Petrol,30,58,1.3
skoda,2017,14440,Semi-Auto,8809,Petrol,150,51.4,1.2
Hyundai,2019,16995,Automatic,8809,Hybrid,135,78.5,1.6
skoda,2019,27240,Automatic,8808,Petrol,145,32.5,2
BMW,2019,15199,Manual,8807,Petrol,145,53.3,1.5
toyota,2017,12495,Automatic,8807,Hybrid,0,86,1.5
Ford,2017,11991,Semi-Auto,8805,Petrol,145,51.4,1
Ford,2017,14900,Manual,8805,Petrol,145,45.6,1.5
Ford,2019,14795,Manual,8804,Petrol,145,60.1,1
Ford,2018,11399,Manual,8804,Petrol,145,65.7,1
vw,2019,12999,Manual,8804,Petrol,145,48.7,1
Hyundai,2018,9991,Manual,8804,Petrol,145,58.9,1.2
toyota,2017,14695,Automatic,8802,Hybrid,0,86,1.5
Ford,2017,8110,Manual,8801,Petrol,145,54.3,1.2
Ford,2017,10491,Manual,8801,Petrol,125,53.3,1
Ford,2016,10498,Manual,8801,Petrol,20,62.8,1
audi,2019,26900,Manual,8800,Petrol,145,39.8,1.5
Ford,2017,17498,Manual,8800,Diesel,150,54.3,2
Ford,2015,7495,Manual,8800,Petrol,125,54.3,1.2
Ford,2019,18898,Manual,8800,Petrol,150,51.4,1.5
Ford,2018,12299,Manual,8800,Petrol,145,65.7,1
Ford,2017,10995,Semi-Auto,8800,Petrol,165,44.8,1.5
Ford,2017,14995,Automatic,8800,Petrol,240,38.2,1.5
Ford,2019,15789,Manual,8800,Petrol,150,60.1,1
vw,2018,18250,Manual,8800,Petrol,145,44.1,1
toyota,2017,8295,Manual,8800,Petrol,145,68.9,1
toyota,2017,7999,Manual,8800,Petrol,145,68.9,1
skoda,2018,7450,Manual,8800,Petrol,145,64.2,1
audi,2019,24990,Automatic,8799,Petrol,145,42.2,1.5
toyota,2019,11790,Manual,8799,Petrol,145,47.9,1.5
toyota,2018,9455,Manual,8799,Petrol,145,56.5,1
BMW,2018,39792,Semi-Auto,8797,Petrol,145,34,3
Hyundai,2018,14298,Manual,8795,Petrol,145,44.1,1
BMW,2019,25490,Semi-Auto,8794,Diesel,145,60.1,2
BMW,2019,38000,Automatic,8794,Diesel,145,36.7,3
Ford,2017,13298,Manual,8794,Diesel,150,74.3,1.5
Ford,2019,15399,Manual,8793,Petrol,145,58.9,1
vw,2019,22846,Manual,8793,Diesel,145,47.9,2
toyota,2019,11490,Manual,8793,Petrol,150,47.9,1.5
toyota,2017,20630,Automatic,8793,Diesel,260,36.2,2.4
audi,2018,17690,Manual,8792,Petrol,145,55.4,1
vw,2016,12495,Semi-Auto,8792,Petrol,20,60.1,1.2
BMW,2019,31991,Semi-Auto,8791,Diesel,145,61.4,2
Ford,2018,15550,Manual,8791,Petrol,145,65.7,1
Ford,2017,9498,Manual,8790,Petrol,0,65.7,1
Ford,2019,17499,Manual,8790,Petrol,145,39.2,1.5
Hyundai,2016,6800,Manual,8790,Petrol,20,61.4,1
BMW,2017,15792,Semi-Auto,8789,Petrol,30,55.5,1.5
Ford,2017,18000,Manual,8789,Petrol,145,41.5,2
toyota,2019,21995,Automatic,8789,Hybrid,135,85.6,1.8
BMW,2019,28440,Semi-Auto,8788,Diesel,145,48.7,2
Ford,2019,12500,Manual,8788,Petrol,150,60.1,1
toyota,2019,12150,Manual,8788,Petrol,145,47.9,1.5
skoda,2018,9298,Manual,8788,Petrol,145,57.7,1
Hyundai,2017,7498,Manual,8788,Petrol,145,60.1,1
audi,2019,56996,Automatic,8787,Diesel,145,32.8,3
BMW,2019,39275,Semi-Auto,8787,Petrol,145,34,3
vw,2019,28790,Manual,8787,Diesel,145,42.8,2
skoda,2018,10898,Manual,8787,Petrol,150,64.2,1
Ford,2018,12000,Manual,8786,Diesel,145,88.3,1.5
Ford,2020,16499,Manual,8786,Petrol,150,60.1,1
Hyundai,2017,8989,Manual,8786,Petrol,30,57.7,1.2
Hyundai,2018,15169,Manual,8786,Diesel,145,61.7,1.7
BMW,2019,26490,Semi-Auto,8785,Diesel,145,50.4,2
vw,2018,37995,Semi-Auto,8785,Diesel,145,34,3
toyota,2019,12495,Manual,8785,Petrol,145,47.9,1.5
vw,2019,17298,Manual,8784,Petrol,145,47.1,1.5
Ford,2019,14998,Manual,8783,Petrol,145,55.4,1
vw,2019,55999,Automatic,8783,Diesel,260,32.1,2
skoda,2019,14985,Semi-Auto,8783,Petrol,150,47.1,1
BMW,2018,23798,Semi-Auto,8781,Diesel,145,55.4,3
Ford,2018,17850,Manual,8781,Petrol,145,41.5,2
vw,2019,14990,Manual,8781,Diesel,145,53.3,2
BMW,2019,46991,Semi-Auto,8778,Diesel,145,37.7,3
Ford,2017,8250,Manual,8778,Petrol,150,57.7,1.2
vw,2019,20056,Manual,8778,Diesel,145,51.4,2
toyota,2019,12000,Manual,8778,Petrol,145,47.9,1.5
Hyundai,2019,13998,Manual,8777,Petrol,145,44.1,1
Hyundai,2015,6199,Manual,8776,Petrol,20,61.4,1
vw,2019,25990,Semi-Auto,8774,Petrol,145,37.7,2
audi,2017,12360,Manual,8773,Petrol,0,67.3,1
Ford,2019,31995,Automatic,8772,Diesel,145,37.2,2
skoda,2019,19795,Automatic,8772,Diesel,145,64.2,1.6
Ford,2018,9980,Manual,8770,Petrol,150,64.2,1.1
Ford,2017,9500,Manual,8770,Petrol,150,65.7,1
toyota,2017,12998,Automatic,8770,Hybrid,140,76.3,1.5
Ford,2018,9700,Manual,8769,Petrol,145,64.2,1.1
Ford,2017,11499,Manual,8769,Petrol,30,57.7,1
toyota,2019,11595,Manual,8769,Petrol,145,47.9,1.5
audi,2018,16890,Manual,8768,Petrol,150,51.4,1
vw,2019,32220,Automatic,8767,Diesel,145,39.2,2
toyota,2016,7490,Manual,8767,Petrol,0,69,1
audi,2019,28991,Semi-Auto,8766,Diesel,145,39.8,3
vw,2019,24998,Semi-Auto,8766,Petrol,145,37.7,2
vw,2018,12290,Manual,8766,Petrol,145,64.2,1
audi,2019,28610,Automatic,8765,Petrol,145,37.7,2
BMW,2019,29998,Semi-Auto,8765,Petrol,145,41.5,2
audi,2016,12800,Automatic,8764,Petrol,30,57.6,1.4
Ford,2017,12850,Manual,8764,Diesel,30,64.2,1.5
toyota,2018,8685,Manual,8764,Petrol,150,56.5,1
Hyundai,2018,15445,Manual,8764,Petrol,145,44.1,1
audi,2017,18698,Manual,8763,Petrol,30,60.1,1.4
Hyundai,2017,17795,Automatic,8763,Hybrid,135,78.5,1.6
audi,2019,30450,Semi-Auto,8761,Petrol,145,31.7,2
Ford,2018,13650,Manual,8761,Petrol,145,57.7,1
Ford,2017,8995,Manual,8761,Petrol,150,54.3,1.2
Ford,2017,8959,Manual,8758,Petrol,125,54.3,1.2
vw,2019,15680,Manual,8758,Petrol,145,49.6,1
toyota,2019,22498,Automatic,8758,Hybrid,135,74.3,1.8
Ford,2019,19998,Automatic,8757,Petrol,145,28.8,1.5
Ford,2018,8599,Manual,8755,Petrol,145,57.7,1.2
vw,2019,17499,Manual,8755,Petrol,145,47.1,1.5
toyota,2017,6799,Manual,8755,Petrol,0,69,1
BMW,2019,41994,Semi-Auto,8754,Petrol,145,34.9,3
vw,2019,23999,Automatic,8754,Diesel,145,46.3,2
skoda,2019,23695,Manual,8753,Petrol,145,42.8,1.5
audi,2019,22490,Manual,8752,Petrol,145,39.2,1.5
toyota,2016,8333,Manual,8752,Petrol,0,69,1
vw,2019,44494,Semi-Auto,8751,Diesel,150,32.8,2
toyota,2018,9595,Semi-Auto,8751,Petrol,145,67.3,1
audi,2019,22495,Semi-Auto,8750,Petrol,150,40.9,2
Ford,2018,14495,Manual,8750,Petrol,145,54.3,1
vw,2019,17950,Manual,8750,Petrol,145,47.9,1
BMW,2019,21790,Semi-Auto,8748,Petrol,145,44.8,2
Ford,2017,10900,Manual,8748,Petrol,145,52.3,1
Ford,2017,8499,Manual,8748,Petrol,145,65.7,1
toyota,2017,12995,Automatic,8748,Hybrid,135,76.3,1.5
Ford,2019,14997,Manual,8745,Petrol,145,58.9,1
Ford,2018,8695,Manual,8745,Petrol,150,57.7,1.2
vw,2019,19499,Manual,8745,Petrol,145,42.2,1.5
audi,2019,30995,Automatic,8744,Diesel,145,39.2,2
skoda,2017,22490,Automatic,8744,Petrol,145,39.8,1.4
Ford,2016,7389,Manual,8741,Petrol,125,54.3,1.2
toyota,2018,10995,Manual,8740,Petrol,145,47.1,1.5
Ford,2019,15320,Manual,8739,Petrol,145,60.1,1
skoda,2018,24245,Automatic,8737,Petrol,145,38.2,2
toyota,2018,11800,Manual,8736,Petrol,145,56.5,1.5
audi,2019,43888,Semi-Auto,8735,Diesel,145,37.7,3
Ford,2019,16991,Manual,8735,Petrol,145,60.1,1
Ford,2018,12195,Manual,8734,Petrol,145,61.4,1
BMW,2015,26332,Semi-Auto,8732,Diesel,205,47.9,3
Ford,2019,18195,Semi-Auto,8732,Petrol,145,48.7,1
Ford,2019,12999,Manual,8732,Petrol,145,58.9,1
Hyundai,2019,19999,Automatic,8732,Hybrid,135,62.8,1.6
vw,2015,6390,Manual,8730,Petrol,20,61.4,1
Ford,2016,16000,Manual,8729,Diesel,145,54.3,2
BMW,2019,34995,Automatic,8728,Petrol,145,34,2
Ford,2017,13249,Automatic,8727,Petrol,125,51.4,1
toyota,2017,7950,Manual,8727,Petrol,145,68.9,1
BMW,2018,53999,Semi-Auto,8725,Petrol,145,33.6,3
Ford,2019,14698,Manual,8725,Petrol,145,58.9,1
Ford,2018,11900,Manual,8725,Diesel,145,88.3,1.5
vw,2018,23799,Automatic,8725,Petrol,145,37.7,2
Ford,2019,15470,Manual,8724,Petrol,145,60.1,1
Ford,2017,9450,Manual,8724,Petrol,150,52.3,1
Ford,2018,16289,Manual,8724,Diesel,145,80.7,1.5
Ford,2018,14000,Manual,8724,Diesel,145,74.3,1.5
BMW,2019,27698,Automatic,8722,Diesel,145,60.1,2
BMW,2019,26990,Semi-Auto,8722,Diesel,145,53.3,3
BMW,2018,22999,Automatic,8721,Petrol,145,43.5,2
Ford,2019,14499,Manual,8721,Petrol,145,58.9,1
Ford,2019,16995,Manual,8720,Diesel,145,80.7,1.5
BMW,2016,13700,Manual,8719,Petrol,125,52.3,1.5
BMW,2019,20480,Automatic,8719,Diesel,145,52.3,2
Ford,2017,8795,Manual,8719,Petrol,125,54.3,1.2
BMW,2019,33690,Semi-Auto,8718,Diesel,145,47.9,3
Ford,2018,8710,Manual,8714,Petrol,145,54.3,1.2
Ford,2019,20000,Manual,8714,Diesel,145,54.3,1.5
Ford,2019,18990,Manual,8712,Diesel,150,47.9,2
vw,2019,18860,Manual,8712,Diesel,145,55.4,2
Ford,2017,8699,Manual,8711,Petrol,145,65.7,1
Ford,2019,14620,Manual,8709,Petrol,145,55.4,1
skoda,2016,9495,Manual,8709,Petrol,20,58.8,1.2
vw,2019,31490,Automatic,8708,Petrol,145,30.7,2
Hyundai,2018,12791,Manual,8708,Petrol,145,44.8,1.6
BMW,2016,13750,Automatic,8707,Petrol,30,55.5,1.5
Ford,2019,15999,Manual,8706,Diesel,150,80.7,1.5
skoda,2017,10990,Manual,8706,Petrol,150,61.4,1
skoda,2019,12990,Semi-Auto,8706,Petrol,145,60.1,1
Ford,2019,16998,Automatic,8703,Petrol,145,40.9,1.5
vw,2019,12829,Manual,8703,Petrol,145,48.7,1
audi,2019,53491,Automatic,8702,Diesel,145,33.6,3
BMW,2019,21450,Automatic,8702,Hybrid,135,148.7,1.5
BMW,2018,22978,Semi-Auto,8702,Petrol,145,46.3,2
Ford,2019,15000,Manual,8702,Petrol,145,58.9,1
Ford,2018,12699,Manual,8702,Petrol,145,55.4,1
vw,2018,20499,Manual,8702,Petrol,145,44.1,2
toyota,2017,16995,Semi-Auto,8702,Petrol,160,43.5,1.8
skoda,2014,8980,Manual,8702,Petrol,125,53.3,1.4
Hyundai,2018,8491,Manual,8702,Petrol,150,60.1,1
BMW,2019,30999,Semi-Auto,8701,Petrol,145,41.5,3
Ford,2018,13321,Manual,8701,Petrol,145,62.8,1
Hyundai,2018,10990,Manual,8701,Petrol,150,47.9,1
audi,2019,44495,Semi-Auto,8700,Hybrid,135,117.7,2
BMW,2018,25995,Semi-Auto,8700,Diesel,145,49.6,2
BMW,2019,60000,Automatic,8700,Diesel,145,37.7,3
Ford,2018,12499,Manual,8700,Petrol,145,58.9,1
Ford,2015,7995,Manual,8700,Petrol,125,54.3,1.2
Ford,2018,12499,Manual,8700,Petrol,145,58.9,1
Ford,2018,10990,Manual,8700,Petrol,145,65.7,1
vw,2016,18698,Manual,8700,Petrol,145,49.6,1.4
Hyundai,2018,19894,Automatic,8700,Diesel,145,47.1,1.6
audi,2017,18495,Manual,8695,Petrol,30,58.9,1.4
BMW,2020,71980,Semi-Auto,8695,Diesel,150,31.4,3
vw,2016,12495,Semi-Auto,8695,Petrol,20,60.1,1.2
vw,2019,31495,Automatic,8695,Diesel,145,37.7,2
skoda,2019,18650,Manual,8695,Petrol,145,52.3,1.5
Ford,2019,19990,Manual,8694,Petrol,145,35.3,1.5
audi,2019,29000,Semi-Auto,8693,Petrol,145,34.9,2
BMW,2017,17990,Semi-Auto,8693,Petrol,145,50.4,2
vw,2017,12495,Semi-Auto,8693,Petrol,145,60.1,1.2
vw,2019,17298,Manual,8692,Petrol,145,47.1,1.5
BMW,2019,31232,Semi-Auto,8691,Hybrid,150,60.1,2
Ford,2016,9600,Semi-Auto,8690,Petrol,160,44.1,1.6
vw,2018,22798,Semi-Auto,8690,Petrol,145,41.5,2
toyota,2018,15450,Automatic,8690,Hybrid,135,68.8,1.8
Ford,2019,19790,Manual,8686,Diesel,145,62.8,1.5
vw,2019,29495,Automatic,8686,Diesel,145,60.1,2
skoda,2018,22500,Manual,8685,Petrol,145,40.9,1.4
skoda,2019,12998,Semi-Auto,8685,Petrol,145,61.4,1
audi,2018,20945,Semi-Auto,8684,Petrol,145,50.4,1.4
vw,2019,17564,Semi-Auto,8684,Petrol,145,45.6,1
audi,2019,27991,Semi-Auto,8683,Diesel,150,47.1,2
BMW,2019,23441,Semi-Auto,8683,Petrol,150,47.9,2
vw,2018,24999,Manual,8683,Diesel,150,50.4,2
vw,2018,9999,Manual,8681,Petrol,145,64.2,1
Hyundai,2018,14938,Manual,8681,Petrol,145,44.8,1.6
BMW,2019,33999,Semi-Auto,8680,Hybrid,135,8.8,2
toyota,2018,7990,Manual,8680,Petrol,145,68.9,1
skoda,2018,9298,Manual,8680,Petrol,145,57.7,1
audi,2019,28950,Semi-Auto,8679,Petrol,145,34.9,2
Ford,2017,10491,Manual,8679,Petrol,145,65.7,1
vw,2018,18999,Manual,8677,Petrol,150,46.3,1.4
Ford,2017,8450,Manual,8676,Petrol,145,65.7,1
toyota,2018,10450,Manual,8676,Petrol,150,47.1,1.5
Hyundai,2018,12549,Manual,8676,Petrol,145,45.6,1
BMW,2019,25850,Automatic,8675,Diesel,145,60.1,2
skoda,2017,10495,Manual,8675,Petrol,145,64.2,1
vw,2017,23062,Semi-Auto,8673,Diesel,145,57.6,2
BMW,2019,22980,Semi-Auto,8672,Diesel,150,65.7,2
vw,2019,36998,Semi-Auto,8672,Diesel,145,34.5,3
vw,2019,26989,Automatic,8670,Petrol,145,32.8,2
audi,2018,20192,Manual,8668,Diesel,145,64.2,1.6
Ford,2019,16990,Manual,8668,Petrol,150,60.1,1
vw,2018,15999,Manual,8668,Petrol,150,55.4,1.5
BMW,2019,35991,Semi-Auto,8667,Diesel,150,54.3,2
Ford,2017,16500,Semi-Auto,8666,Diesel,145,58.9,1.5
Ford,2018,13999,Manual,8666,Petrol,145,57.7,1
vw,2019,20500,Manual,8666,Diesel,145,50.4,1.6
toyota,2019,24990,Automatic,8665,Hybrid,135,74.3,1.8
audi,2019,22480,Semi-Auto,8664,Diesel,150,46.3,1.6
Ford,2019,16400,Manual,8664,Petrol,145,60.1,1
Ford,2018,21250,Manual,8662,Diesel,145,56.5,2
skoda,2019,19940,Manual,8662,Petrol,145,35.8,2
toyota,2019,21995,Automatic,8661,Hybrid,135,78.5,1.8
toyota,2018,20995,Automatic,8661,Hybrid,135,74.3,1.8
Ford,2017,8880,Manual,8660,Petrol,145,64.2,1.1
Ford,2018,15999,Semi-Auto,8660,Petrol,145,45.6,1
toyota,2018,6995,Manual,8660,Petrol,150,69,1
Ford,2017,9589,Manual,8659,Petrol,145,65.7,1
vw,2019,35500,Automatic,8658,Petrol,145,32.8,2
Ford,2019,16998,Manual,8657,Diesel,145,74.3,1.5
Ford,2019,14771,Manual,8657,Petrol,145,54.3,1
audi,2019,32182,Semi-Auto,8656,Petrol,145,34.9,2
Ford,2016,11999,Automatic,8656,Diesel,30,58.9,1.5
audi,2019,23896,Semi-Auto,8654,Petrol,145,40.9,1.5
BMW,2019,28000,Semi-Auto,8653,Petrol,145,46.3,2
Ford,2019,13889,Manual,8653,Petrol,145,58.9,1
BMW,2019,53950,Automatic,8652,Diesel,145,41.5,3
vw,2019,25999,Semi-Auto,8652,Diesel,145,49.6,2
skoda,2019,12495,Semi-Auto,8652,Petrol,145,60.1,1
Hyundai,2017,7500,Manual,8652,Petrol,20,60.1,1
Hyundai,2019,17990,Semi-Auto,8651,Diesel,145,53.3,1.6
audi,2018,20990,Semi-Auto,8650,Petrol,145,54.3,1.4
BMW,2019,25000,Semi-Auto,8650,Diesel,145,60.1,2
vw,2019,18798,Semi-Auto,8650,Diesel,145,52.3,2
audi,2019,19998,Automatic,8649,Petrol,145,40.9,2
Hyundai,2016,8995,Manual,8648,Petrol,125,50.4,1.4
BMW,2019,32810,Automatic,8647,Petrol,145,41.5,3
Ford,2018,9741,Manual,8647,Petrol,150,55.4,1.1
audi,2017,19499,Automatic,8646,Petrol,150,47.9,1.4
BMW,2019,25940,Semi-Auto,8646,Diesel,150,53.3,2
BMW,2019,22995,Automatic,8646,Hybrid,135,148.7,1.5
Ford,2018,18195,Automatic,8646,Petrol,145,38.2,1.5
Hyundai,2014,7700,Automatic,8646,Petrol,160,45.6,0
